location,days.post.fert,Treatment,family,indiv.1to15,yolk.sac.volume,Comment
Kup,10,T1,K13,6,9.733907324,
Kup,10,T1,K13,7,8.23305309,
Kup,10,T1,K13,8,8.140641175,
Kup,10,T1,K13,9,9.195252252,
Kup,10,T1,K13,10,10.0333615,
Kup,10,T1,K14,1,17.5307436,
Kup,10,T1,K14,2,11.41457832,
Kup,10,T1,K14,3,18.65046824,
Kup,10,T1,K14,4,19.75269338,
Kup,10,T1,K14,5,15.78702963,
Kup,10,T1,K14,6,17.19630938,
Kup,10,T1,K14,7,16.81971081,
Kup,10,T1,K14,8,12.78330981,
Kup,10,T1,K14,9,18.90136223,
Kup,10,T1,K14,10,13.01452558,
Kup,10,T1,K15,1,13.32496501,
Kup,10,T1,K15,2,15.80173136,
Kup,10,T1,K15,3,12.06233519,
Kup,10,T1,K15,4,12.16907108,
Kup,10,T1,K15,5,12.35655818,
Kup,10,T1,K15,6,18.31695639,
Kup,10,T1,K15,7,7.98310928,
Kup,10,T1,K15,8,9.940892296,
Kup,10,T1,K15,9,8.479048523,
Kup,10,T1,K15,10,13.56178431,
Kup,10,T1,K16,1,8.587697756,
Kup,10,T1,K16,2,4.601677315,
Kup,10,T1,K16,3,10.35178854,
Kup,10,T1,K16,4,7.179897605,
Kup,10,T1,K16,5,9.729739725,
Kup,10,T1,K16,6,9.884271419,
Kup,10,T1,K16,7,9.001568762,
Kup,10,T1,K16,8,10.10766454,
Kup,10,T1,K16,9,6.026294372,
Kup,10,T1,K16,10,8.772516351,
Kup,10,T1,K2,1,11.42810287,
Kup,10,T1,K2,2,7.940404723,
Kup,10,T1,K2,3,8.23545055,
Kup,10,T1,K2,4,9.105702385,
Kup,10,T1,K2,5,7.483267992,
Kup,10,T1,K2,6,8.216685178,
Kup,10,T1,K2,7,6.715443149,
Kup,10,T1,K2,8,8.221611485,
Kup,10,T1,K2,9,8.709191793,
Kup,10,T1,K2,10,8.682720874,
Kup,10,T1,K3,1,7.393581191,
Kup,10,T1,K3,2,10.52770099,
Kup,10,T1,K3,3,8.501426107,
Kup,10,T1,K3,4,10.69271049,
Kup,10,T1,K3,5,16.36176446,
Kup,10,T1,K3,6,11.75830116,
Kup,10,T1,K3,7,10.84563264,
Kup,10,T1,K3,8,12.2126306,
Kup,10,T1,K3,9,7.359814118,
Kup,10,T1,K3,10,9.77866959,
Kup,10,T1,K4,1,7.611543212,
Kup,10,T1,K4,2,5.649936573,
Kup,10,T1,K4,3,7.027274727,
Kup,10,T1,K4,4,11.01058348,
Kup,10,T1,K4,5,6.962438332,
Kup,10,T1,K4,6,7.851712062,
Kup,10,T1,K4,7,7.532660295,
Kup,10,T1,K4,8,7.061196355,
Kup,10,T1,K4,9,5.464845285,
Kup,10,T1,K5,1,12.76880625,
Kup,10,T1,K5,2,8.164971259,
Kup,10,T1,K5,3,18.145603,
Kup,10,T1,K5,4,9.820789947,
Kup,10,T1,K5,5,9.301846526,
Kup,10,T1,K6,1,10.82384367,
Kup,10,T1,K6,2,8.637783308,
Kup,10,T1,K6,3,8.633100631,
Kup,10,T1,K6,4,10.54257297,
Kup,10,T1,K6,5,6.359784926,
Kup,10,T1,K7,1,10.89847039,
Kup,10,T1,K7,2,9.582564945,
Kup,10,T1,K7,3,23.82894655,
Kup,10,T1,K7,4,8.745758807,
Kup,10,T1,K7,5,8.119179839,
Kup,10,T1,K7,6,8.710488757,
Kup,10,T1,K7,7,6.163678627,
Kup,10,T1,K7,8,15.41725671,
Kup,10,T1,K7,9,12.08636035,
Kup,10,T1,K7,10,10.6165765,
Kup,10,T1,K8,1,13.28122462,
Kup,10,T1,K8,2,10.65859857,
Kup,10,T1,K8,3,23.7928673,
Kup,10,T1,K8,4,15.88901278,
Kup,10,T1,K8,5,11.52577856,
Kup,10,T1,K8,6,8.561739203,
Kup,10,T1,K8,7,11.71071945,
Kup,10,T1,K8,8,11.06472719,
Kup,10,T1,K8,9,8.769589187,
Kup,10,T1,K8,10,9.415410196,
Kup,10,T1,K9,1,20.99074348,
Kup,10,T1,K9,2,13.75385194,
Kup,10,T1,K9,3,12.77396725,
Kup,10,T1,K9,4,22.70744594,
Kup,10,T1,K9,5,13.3140918,
Kup,10,T1,K9,6,16.34257191,
Kup,10,T1,K9,7,9.978582942,
Kup,10,T1,K9,8,12.20440302,
Kup,10,T1,K9,9,15.14653126,
Kup,10,T1,K9,10,17.78965363,
Kup,10,T1,K9,11,15.14537394,
Oks,10,T1,O1,1,13.0196377,
Oks,10,T1,O1,2,10.78580233,
Oks,10,T1,O1,3,14.43704737,
Oks,10,T1,O1,4,11.47219419,
Oks,10,T1,O1,5,9.985597023,
Oks,10,T1,O1,6,10.14812769,
Oks,10,T1,O1,7,9.45777217,
Oks,10,T1,O1,8,8.091317349,
Oks,10,T1,O1,9,9.085718772,
Oks,10,T1,O1,10,19.82061712,
Oks,10,T1,O2,1,15.8191652,
Oks,10,T1,O2,2,9.690148792,
Oks,10,T1,O2,3,10.80622786,
Oks,10,T1,O2,4,7.115421552,
Oks,10,T1,O2,5,7.040470597,
Oks,10,T1,O2,6,7.790325758,
Oks,10,T1,O2,7,7.149582569,
Oks,10,T1,O2,8,9.824362756,
Oks,10,T1,O2,9,8.064936028,
Oks,10,T1,O2,10,7.680211797,
Oks,10,T1,O4,1,6.73308377,
Oks,10,T1,O4,2,10.39274395,
Oks,10,T1,O4,3,10.02147641,
Oks,10,T1,O4,4,7.090971103,
Oks,10,T1,O4,5,8.530056855,
Oks,10,T1,O4,6,5.585476793,
Oks,10,T1,O4,7,7.09310581,
Oks,10,T1,O4,8,7.720974254,
Oks,10,T1,O4,9,5.493916484,
Oks,10,T1,O4,10,12.25385905,
Oks,10,T1,O5,1,7.641326685,
Oks,10,T1,O5,2,10.49649674,
Oks,10,T1,O6,1,8.923840496,
Oks,10,T1,O6,2,11.52641944,
Oks,10,T1,O6,3,8.37577205,
Oks,10,T1,O6,4,8.380510856,
Oks,10,T1,O6,5,14.65214396,
Oks,10,T1,O6,6,11.67219712,
Oks,10,T1,O6,7,8.037485634,
Oks,10,T1,O6,8,6.858464427,
Oks,10,T1,O6,9,10.47488697,
Oks,10,T1,O6,10,12.64128569,
Kup,10,T2,K1,1,11.50379748,
Kup,10,T2,K1,2,7.827519002,
Kup,10,T2,K1,3,17.05891338,
Kup,10,T2,K1,4,12.28716964,
Kup,10,T2,K1,5,7.818611856,
Kup,10,T2,K1,6,13.87214088,
Kup,10,T2,K1,7,6.171334604,
Kup,10,T2,K1,8,6.699596171,
Kup,10,T2,K1,9,7.458440745,
Kup,10,T2,K10,1,7.927540774,
Kup,10,T2,K10,2,5.720549191,
Kup,10,T2,K10,3,12.59257201,
Kup,10,T2,K10,4,6.481806111,
Kup,10,T2,K10,5,4.124593529,
Kup,10,T2,K10,6,6.356182509,
Kup,10,T2,K10,7,7.044847477,
Kup,10,T2,K10,8,5.944414313,
Kup,10,T2,K10,9,5.521219352,
Kup,10,T2,K10,10,6.268521921,
Kup,10,T2,K11,1,7.373302917,
Kup,10,T2,K11,2,5.880382463,
Kup,10,T2,K11,3,6.418997112,
Kup,10,T2,K11,4,13.6332667,
Kup,10,T2,K11,5,10.05540042,
Kup,10,T2,K11,6,5.463311484,
Kup,10,T2,K11,7,6.217879539,
Kup,10,T2,K11,8,4.86083517,
Kup,10,T2,K11,9,4.963837394,
Kup,10,T2,K11,10,5.576121957,
Kup,10,T2,K12,1,4.469092583,
Kup,10,T2,K12,2,6.235263539,
Kup,10,T2,K12,3,6.785731383,
Kup,10,T2,K12,4,6.917537922,
Kup,10,T2,K12,5,5.451500521,
Kup,10,T2,K12,6,7.233436456,
Kup,10,T2,K12,7,5.259195733,
Kup,10,T2,K12,8,6.955166302,
Kup,10,T2,K12,9,4.243310804,
Kup,10,T2,K12,10,4.412096078,
Kup,10,T2,K13,1,7.852941608,
Kup,10,T2,K13,2,8.857017197,
Kup,10,T2,K13,3,5.205765428,
Kup,10,T2,K13,4,6.576980272,
Kup,10,T2,K13,5,6.154251463,
Kup,10,T2,K13,6,4.072544344,
Kup,10,T2,K13,7,5.938729101,
Kup,10,T2,K13,8,11.21208305,
Kup,10,T2,K13,9,5.445129073,
Kup,10,T2,K13,10,7.397161221,
Kup,10,T2,K14,1,10.04408172,
Kup,10,T2,K14,2,9.742226706,
Kup,10,T2,K14,3,12.5549282,
Kup,10,T2,K14,4,10.4013144,
Kup,10,T2,K14,5,8.795099403,
Kup,10,T2,K14,6,13.01288466,
Kup,10,T2,K14,7,8.476029336,
Kup,10,T2,K14,8,6.949361567,
Kup,10,T2,K14,9,7.921037273,
Kup,10,T2,K14,10,9.556589119,
Kup,10,T2,K15,1,12.06984627,
Kup,10,T2,K15,2,9.23519405,
Kup,10,T2,K15,3,9.749693537,
Kup,10,T2,K15,4,10.85099625,
Kup,10,T2,K15,5,9.548114688,
Kup,10,T2,K15,6,13.6465685,
Kup,10,T2,K15,7,9.430913339,
Kup,10,T2,K15,8,9.000640157,
Kup,10,T2,K15,9,7.804947514,
Kup,10,T2,K15,10,11.83370344,
Kup,10,T2,K16,1,5.966564561,
Kup,10,T2,K16,2,7.0251557,
Kup,10,T2,K16,3,8.691496609,
Kup,10,T2,K16,4,6.757217594,
Kup,10,T2,K16,5,5.992460909,
Kup,10,T2,K16,6,5.415173501,
Kup,10,T2,K16,7,6.153598223,
Kup,10,T2,K16,8,5.611137769,
Kup,10,T2,K16,9,9.167893815,
Kup,10,T2,K16,10,10.50895114,
Kup,10,T2,K2,1,7.147459208,
Kup,10,T2,K2,2,7.83512479,
Kup,10,T2,K2,3,5.874434483,
Kup,10,T2,K2,4,5.298815133,
Kup,10,T2,K2,5,6.045511997,
Kup,10,T2,K2,6,6.753769207,
Kup,10,T2,K2,7,5.502359325,
Kup,10,T2,K2,8,7.228739534,
Kup,10,T2,K2,9,6.457761463,
Kup,10,T2,K3,1,9.355985968,
Kup,10,T2,K3,2,8.250726578,
Kup,10,T2,K3,3,8.424553424,
Kup,10,T2,K3,4,8.183993942,
Kup,10,T2,K3,5,8.479153086,
Kup,10,T2,K3,6,6.495133759,
Kup,10,T2,K3,7,6.835172625,
Kup,10,T2,K3,8,7.66938556,
Kup,10,T2,K3,9,7.772213157,
Kup,10,T2,K3,10,7.392755703,
Kup,10,T2,K4,1,5.622464248,
Kup,10,T2,K4,2,6.960816598,
Kup,10,T2,K4,3,6.560434296,
Kup,10,T2,K4,4,6.259439737,
Kup,10,T2,K4,5,5.691689421,
Kup,10,T2,K4,6,6.614855052,
Kup,10,T2,K4,7,4.78342124,
Kup,10,T2,K4,8,5.340818786,
Kup,10,T2,K4,9,8.1105122,
Kup,10,T2,K4,10,7.416589087,
Kup,10,T2,K4,11,5.185601286,
Kup,10,T2,K5,1,7.879530404,
Kup,10,T2,K5,2,6.411851727,
Kup,10,T2,K5,3,5.88777853,
Kup,10,T2,K5,4,6.836004955,
Kup,10,T2,K5,5,5.915285558,
Kup,10,T2,K5,6,5.366611064,
Kup,10,T2,K5,7,6.570583377,
Kup,10,T2,K5,8,5.139228998,
Kup,10,T2,K5,9,5.669581003,
Kup,10,T2,K5,10,10.06544576,
Kup,10,T2,K6,1,7.398060791,
Kup,10,T2,K6,2,6.411822127,
Kup,10,T2,K6,3,9.248818781,
Kup,10,T2,K6,4,6.539580868,
Kup,10,T2,K6,5,5.663108079,
Kup,10,T2,K7,1,6.109844919,
Kup,10,T2,K7,2,6.721926041,
Kup,10,T2,K7,3,8.141101927,
Kup,10,T2,K7,4,7.121837347,
Kup,10,T2,K7,5,4.906438259,
Kup,10,T2,K7,6,6.777155527,
Kup,10,T2,K7,7,7.976407278,
Kup,10,T2,K7,8,9.142534078,
Kup,10,T2,K7,9,5.615466537,
Kup,10,T2,K7,10,5.230032481,
Kup,10,T2,K8,1,9.361851536,
Kup,10,T2,K8,2,8.641079913,
Kup,10,T2,K8,3,8.198297821,
Kup,10,T2,K8,4,7.753967193,
Kup,10,T2,K8,5,8.391758241,
Kup,10,T2,K8,6,7.916289691,
Kup,10,T2,K8,7,6.98554693,
Kup,10,T2,K8,8,17.90543172,
Kup,10,T2,K8,9,8.283216399,
Kup,10,T2,K8,10,7.977123712,
Kup,10,T2,K9,1,9.207143131,
Kup,10,T2,K9,2,10.70272367,
Kup,10,T2,K9,3,7.680711623,
Kup,10,T2,K9,4,9.379192913,
Kup,10,T2,K9,5,8.998218972,
Kup,10,T2,K9,6,7.697349598,
Kup,10,T2,K9,7,6.838526701,
Kup,10,T2,K9,8,7.52486155,
Kup,10,T2,K9,9,6.889455448,
Kup,10,T2,K9,10,7.966052788,
Oks,10,T2,O1,1,9.04509534,
Oks,10,T2,O1,2,8.696561301,
Oks,10,T2,O1,3,9.605905691,
Oks,10,T2,O1,4,10.31951612,
Oks,10,T2,O1,5,8.72797941,
Oks,10,T2,O1,6,11.18154931,
Oks,10,T2,O1,7,12.58661035,
Oks,10,T2,O1,8,8.455738534,
Oks,10,T2,O1,9,9.524677467,
Oks,10,T2,O1,10,8.980537686,
Oks,10,T2,O2,1,7.324991131,
Oks,10,T2,O2,2,7.175164727,
Oks,10,T2,O2,3,6.466518706,
Oks,10,T2,O2,4,10.23389865,
Oks,10,T2,O2,5,4.951411635,
Oks,10,T2,O2,6,5.896766106,
Oks,10,T2,O2,7,5.685413091,
Oks,10,T2,O2,8,6.296377246,
Oks,10,T2,O2,9,5.357845155,
Oks,10,T2,O2,10,5.722099811,
Oks,10,T2,O4,1,6.370974824,
Oks,10,T2,O4,2,9.739494498,
Oks,10,T2,O4,3,13.33466562,
Oks,10,T2,O4,4,6.548426574,
Oks,10,T2,O4,5,11.79472364,
Oks,10,T2,O5,1,7.516529504,
Oks,10,T2,O5,2,8.853786999,
Oks,10,T2,O5,3,9.694746449,
Oks,10,T2,O5,4,10.47149496,
Oks,10,T2,O5,5,4.406428936,
Oks,10,T2,O6,1,5.556818656,
Oks,10,T2,O6,2,8.700745145,
Oks,10,T2,O6,3,10.25354068,
Oks,10,T2,O6,4,5.044972734,
Oks,10,T2,O6,5,12.65288592,
Oks,10,T2,O6,6,7.1032932,
Oks,10,T2,O6,7,7.908729479,
Oks,10,T2,O6,8,9.472026626,
Oks,10,T2,O6,9,6.329249532,
Oks,10,T2,O6,10,7.269101696,
Kup,10,T3,K10,1,10.09443082,
Kup,10,T3,K10,2,9.327240268,
Kup,10,T3,K10,3,11.07735674,
Kup,10,T3,K10,4,12.17504507,
Kup,10,T3,K10,5,8.817631873,
Kup,10,T3,K10,6,11.82405507,
Kup,10,T3,K10,7,7.912812822,
Kup,10,T3,K10,8,11.1125923,
Kup,10,T3,K10,9,8.325532049,
Kup,10,T3,K11,1,5.722597929,
Kup,10,T3,K11,2,6.01542806,
Kup,10,T3,K11,3,5.883295711,
Kup,10,T3,K11,4,4.746932018,
Kup,10,T3,K11,5,4.827597099,
Kup,10,T3,K11,6,6.660275729,
Kup,10,T3,K11,7,5.674348077,
Kup,10,T3,K11,8,5.155425878,
Kup,10,T3,K11,9,5.973271446,
Kup,10,T3,K12,1,9.801941756,
Kup,10,T3,K12,2,6.91760944,
Kup,10,T3,K12,3,6.312311436,
Kup,10,T3,K12,4,4.73168527,
Kup,10,T3,K12,5,6.359854946,
Kup,10,T3,K12,6,6.82954179,
Kup,10,T3,K12,7,5.038621171,
Kup,10,T3,K12,8,6.263595821,
Kup,10,T3,K12,9,6.407760709,
Kup,10,T3,K12,10,6.441911557,
Kup,10,T3,K13,1,6.281538519,
Kup,10,T3,K13,2,9.160858853,
Kup,10,T3,K13,3,8.649114185,
Kup,10,T3,K13,4,7.100622606,
Kup,10,T3,K13,5,6.323437337,
Kup,10,T3,K13,6,6.508345347,
Kup,10,T3,K13,7,7.317637624,
Kup,10,T3,K13,8,6.679567234,
Kup,10,T3,K13,9,6.355721657,
Kup,10,T3,K13,10,9.951281693,
Kup,10,T3,K13,11,5.460620477,
Kup,10,T3,K13,12,8.77362679,
Kup,10,T3,K13,13,8.899900973,
Kup,10,T3,K13,14,6.801400821,
Kup,10,T3,K13,15,8.31053889,
Kup,10,T3,K13,16,8.059480283,
Kup,10,T3,K13,17,7.515006634,
Kup,10,T3,K13,18,8.726474423,
Kup,10,T3,K13,19,9.202452437,
Kup,10,T3,K13,20,8.401537419,
Kup,10,T3,K15,1,8.597197195,
Kup,10,T3,K15,2,8.605877915,
Kup,10,T3,K15,3,11.89975792,
Kup,10,T3,K15,4,6.905233452,
Kup,10,T3,K15,5,8.845330423,
Kup,10,T3,K15,6,10.80180113,
Kup,10,T3,K15,7,8.590809869,
Kup,10,T3,K15,8,11.32696625,
Kup,10,T3,K16,1,2.505180602,
Kup,10,T3,K16,2,6.240292375,
Kup,10,T3,K16,3,3.929404492,
Kup,10,T3,K16,4,4.709222977,
Kup,10,T3,K16,5,4.434116013,
Kup,10,T3,K16,6,3.607678742,
Kup,10,T3,K16,7,4.493883022,
Kup,10,T3,K16,8,5.132413913,
Kup,10,T3,K16,9,5.837095418,
Kup,10,T3,K16,10,2.821422068,
Kup,10,T3,K2,1,8.131240241,
Kup,10,T3,K2,2,7.597214893,
Kup,10,T3,K2,3,8.837437925,
Kup,10,T3,K2,4,5.90786062,
Kup,10,T3,K2,5,6.576307102,
Kup,10,T3,K3,1,10.90569974,
Kup,10,T3,K3,2,8.682198688,
Kup,10,T3,K3,3,10.68929476,
Kup,10,T3,K3,4,8.826939561,
Kup,10,T3,K3,5,8.623928395,
Kup,10,T3,K3,6,10.62581713,
Kup,10,T3,K3,7,8.22012433,
Kup,10,T3,K3,8,7.030654582,
Kup,10,T3,K3,9,9.141781433,
Kup,10,T3,K3,10,9.555227915,
Kup,10,T3,K4,1,5.196865641,
Kup,10,T3,K4,2,7.366788993,
Kup,10,T3,K4,3,5.368194979,
Kup,10,T3,K4,4,6.15533467,
Kup,10,T3,K4,5,4.344699864,
Kup,10,T3,K4,6,6.577385363,
Kup,10,T3,K4,7,4.451817795,
Kup,10,T3,K4,8,5.69693192,
Kup,10,T3,K4,9,3.811120422,
Kup,10,T3,K5,1,3.582854825,
Kup,10,T3,K5,2,3.532125885,
Kup,10,T3,K5,3,6.535977178,
Kup,10,T3,K5,4,3.143078501,
Kup,10,T3,K5,5,3.922432,
Kup,10,T3,K5,6,3.734228284,
Kup,10,T3,K5,7,2.300801876,
Kup,10,T3,K5,8,4.993835012,
Kup,10,T3,K5,9,4.178446295,
Kup,10,T3,K6,1,4.626315889,
Kup,10,T3,K6,2,6.2609231,
Kup,10,T3,K6,3,7.237487332,
Kup,10,T3,K6,4,3.067290336,
Kup,10,T3,K8,1,11.53398169,
Kup,10,T3,K8,2,6.093752444,
Kup,10,T3,K8,3,6.438785996,
Kup,10,T3,K8,4,6.206707138,
Kup,10,T3,K8,5,5.40189496,
Kup,10,T3,K8,6,5.64719748,
Kup,10,T3,K8,7,7.938175856,
Kup,10,T3,K8,8,9.431370755,
Kup,10,T3,K9,1,10.64373517,
Kup,10,T3,K9,2,8.984591659,
Kup,10,T3,K9,3,10.78311498,
Kup,10,T3,K9,4,10.49019679,
Kup,10,T3,K9,5,8.941971101,
Kup,10,T3,K9,6,7.818697615,
Kup,10,T3,K9,7,9.764059992,
Kup,10,T3,K9,8,8.88592093,
Kup,10,T3,K9,9,7.583249039,
Kup,10,T3,K9,10,10.87013297,
Oks,10,T3,O1,1,5.861862127,
Oks,10,T3,O1,2,9.707112272,
Oks,10,T3,O1,3,7.122411989,
Oks,10,T3,O1,4,7.916130233,
Oks,10,T3,O1,5,8.188080935,
Oks,10,T3,O1,6,9.40357554,
Oks,10,T3,O1,7,7.801229992,
Oks,10,T3,O1,8,8.866996757,
Oks,10,T3,O1,9,7.025497417,
Oks,10,T3,O1,10,7.389044609,
Oks,10,T3,O4,1,8.463286799,
Oks,10,T3,O4,2,9.103774237,
Oks,10,T3,O4,3,4.655171957,
Oks,10,T3,O4,4,9.971107518,
Kup,15,T1,K1,1,12.88656954,
Kup,15,T1,K1,2,12.5910083,
Kup,15,T1,K1,3,9.273180821,
Kup,15,T1,K1,4,14.22191668,
Kup,15,T1,K1,5,28.57295593,
Kup,15,T1,K1,6,10.82500555,
Kup,15,T1,K1,7,18.02915658,
Kup,15,T1,K1,8,11.24937602,
Kup,15,T1,K1,9,9.622322015,
Kup,15,T1,K1,10,5.915953284,
Kup,15,T1,K10,1,6.965374855,
Kup,15,T1,K10,2,6.911593398,
Kup,15,T1,K10,3,5.789071234,
Kup,15,T1,K10,4,7.508065267,
Kup,15,T1,K10,5,6.809667993,
Kup,15,T1,K10,6,10.43839546,
Kup,15,T1,K10,7,4.542805877,
Kup,15,T1,K10,8,6.11049409,
Kup,15,T1,K10,9,8.825362453,
Kup,15,T1,K10,10,3.830406876,
Kup,15,T1,K11,1,7.523239555,
Kup,15,T1,K11,2,6.248165229,
Kup,15,T1,K11,3,6.483896931,
Kup,15,T1,K11,4,6.794112062,
Kup,15,T1,K11,5,6.746298016,
Kup,15,T1,K11,6,6.840716188,
Kup,15,T1,K11,7,5.43887509,
Kup,15,T1,K11,8,8.387789577,
Kup,15,T1,K11,9,7.868323912,
Kup,15,T1,K11,10,7.669480794,
Kup,15,T1,K13,1,8.268517524,
Kup,15,T1,K13,2,8.386016411,
Kup,15,T1,K13,3,6.195204327,
Kup,15,T1,K13,4,6.86537925,
Kup,15,T1,K13,5,6.490687625,
Kup,15,T1,K13,6,6.489885161,
Kup,15,T1,K13,7,16.9186364,
Kup,15,T1,K13,8,6.582924283,
Kup,15,T1,K13,9,6.440478272,
Kup,15,T1,K13,10,6.28359359,
Kup,15,T1,K14,1,10.5072381,
Kup,15,T1,K14,2,7.69335239,
Kup,15,T1,K14,3,8.887528069,
Kup,15,T1,K14,4,10.71497281,
Kup,15,T1,K14,5,11.13425499,
Kup,15,T1,K14,6,10.20419207,
Kup,15,T1,K14,7,7.748238738,
Kup,15,T1,K14,8,9.545424506,
Kup,15,T1,K14,9,9.398312607,
Kup,15,T1,K14,10,9.519227218,
Kup,15,T1,K15,1,10.81708522,
Kup,15,T1,K15,2,9.040902687,
Kup,15,T1,K15,3,12.13610782,
Kup,15,T1,K15,4,14.09450672,
Kup,15,T1,K15,5,11.50111613,
Kup,15,T1,K15,6,11.32386372,
Kup,15,T1,K15,7,9.096932014,
Kup,15,T1,K15,8,10.64482611,
Kup,15,T1,K15,9,10.92838897,
Kup,15,T1,K15,10,10.40094856,
Kup,15,T1,K16,1,7.667782304,
Kup,15,T1,K16,2,7.616473025,
Kup,15,T1,K16,3,5.718160164,
Kup,15,T1,K16,4,5.812190289,
Kup,15,T1,K16,5,5.420028559,
Kup,15,T1,K16,6,5.054925857,
Kup,15,T1,K16,7,5.972011443,
Kup,15,T1,K16,8,5.303150803,
Kup,15,T1,K16,9,4.536774769,
Kup,15,T1,K16,10,7.611028496,
Kup,15,T1,K2,1,10.38384697,
Kup,15,T1,K2,2,9.982338555,
Kup,15,T1,K2,3,8.369774874,
Kup,15,T1,K2,4,7.94200825,
Kup,15,T1,K2,5,7.330422135,
Kup,15,T1,K2,6,6.408365314,
Kup,15,T1,K2,7,7.270968098,
Kup,15,T1,K2,8,6.53082006,
Kup,15,T1,K2,9,7.380356916,
Kup,15,T1,K2,10,7.647917657,
Kup,15,T1,K3,1,10.4329033,
Kup,15,T1,K3,2,11.77591427,
Kup,15,T1,K3,3,10.69004794,
Kup,15,T1,K3,4,8.366714336,
Kup,15,T1,K3,5,8.905957711,
Kup,15,T1,K3,6,8.610113691,
Kup,15,T1,K3,7,10.32531857,
Kup,15,T1,K3,8,10.01248415,
Kup,15,T1,K3,9,8.992715193,
Kup,15,T1,K3,10,11.63271281,
Kup,15,T1,K4,1,10.18014151,
Kup,15,T1,K4,2,10.268284,
Kup,15,T1,K4,3,10.02863428,
Kup,15,T1,K4,4,5.730620285,
Kup,15,T1,K4,5,5.276407747,
Kup,15,T1,K4,6,5.868273009,
Kup,15,T1,K4,7,8.120903433,
Kup,15,T1,K4,8,8.559796411,
Kup,15,T1,K4,9,7.549845162,
Kup,15,T1,K4,10,8.723340374,
Kup,15,T1,K5,1,17.48403007,
Kup,15,T1,K5,2,10.66708557,
Kup,15,T1,K5,3,8.819478636,
Kup,15,T1,K5,4,6.334402092,
Kup,15,T1,K5,5,8.134389001,
Kup,15,T1,K5,6,9.999472567,
Kup,15,T1,K5,7,11.92530474,
Kup,15,T1,K5,8,9.894759096,
Kup,15,T1,K5,9,6.781443753,
Kup,15,T1,K5,10,9.201251094,
Kup,15,T1,K6,1,10.33784697,
Kup,15,T1,K6,2,6.939804651,
Kup,15,T1,K6,3,9.877414296,
Kup,15,T1,K6,4,7.046346521,
Kup,15,T1,K6,5,8.250408455,
Kup,15,T1,K7,1,8.754119494,
Kup,15,T1,K7,2,8.162159688,
Kup,15,T1,K7,3,7.024511762,
Kup,15,T1,K7,4,7.425437312,
Kup,15,T1,K7,5,8.357368151,
Kup,15,T1,K7,6,9.23062743,
Kup,15,T1,K7,7,13.60642183,
Kup,15,T1,K7,8,5.985085835,
Kup,15,T1,K7,9,8.500354472,
Kup,15,T1,K7,10,9.215605618,
Kup,15,T1,K8,1,9.116253367,
Kup,15,T1,K8,2,8.49525596,
Kup,15,T1,K8,3,9.109864709,
Kup,15,T1,K8,4,8.995669175,
Kup,15,T1,K8,5,10.97960811,
Kup,15,T1,K8,6,9.273354805,
Kup,15,T1,K8,7,8.267797977,
Kup,15,T1,K8,8,8.280327516,
Kup,15,T1,K8,9,8.337458161,
Kup,15,T1,K8,10,8.893698869,
Kup,15,T1,K9,1,7.511312668,
Kup,15,T1,K9,2,8.650626899,
Kup,15,T1,K9,3,10.89357453,
Kup,15,T1,K9,4,10.71650574,
Kup,15,T1,K9,5,9.836635425,
Kup,15,T1,K9,6,6.051295958,
Kup,15,T1,K9,7,8.491486543,
Kup,15,T1,K9,8,7.961772142,
Kup,15,T1,K9,9,10.03275106,
Kup,15,T1,K9,10,9.101525406,
Kup,15,T1,K9,11,10.97239347,
Oks,15,T1,O6,1,6.854169025,
Oks,15,T1,O6,2,7.625489421,
Oks,15,T1,O6,3,7.526995024,
Oks,15,T1,O6,4,7.95570412,
Oks,15,T1,O6,5,6.261242197,
Oks,15,T1,O6,6,8.972825805,
Oks,15,T1,O6,7,14.33031115,
Oks,15,T1,O6,8,5.90226632,
Oks,15,T1,O6,10,7.073781481,
Kup,15,T2,K1,1,0.877443928,
Kup,15,T2,K1,2,1.295483397,
Kup,15,T2,K1,3,2.238486665,
Kup,15,T2,K1,4,0.545786345,
Kup,15,T2,K1,5,2.786407332,
Kup,15,T2,K1,6,0.772996276,
Kup,15,T2,K1,7,1.325692507,
Kup,15,T2,K1,8,1.655448636,
Kup,15,T2,K1,9,0.60380857,
Kup,15,T2,K1,10,2.190585569,
Kup,15,T2,K1,11,0.995350288,
Kup,15,T2,K2,1,1.059342611,
Kup,15,T2,K2,2,0.516496965,
Kup,15,T2,K2,3,0.254093366,
Kup,15,T2,K2,4,0.630924829,
Kup,15,T2,K2,5,0.821047429,
Kup,15,T2,K2,7,0.903873304,
Kup,15,T2,K2,8,0.583732555,
Kup,15,T2,K2,9,0.443706376,
Kup,15,T2,K2,10,0.331116304,
Oks,15,T2,O1,1,1.288222576,
Oks,15,T2,O1,2,3.515777255,
Oks,15,T2,O1,3,2.577350284,
Oks,15,T2,O1,4,2.138798079,
Oks,15,T2,O1,5,2.210941776,
Oks,15,T2,O1,6,2.990514819,
Oks,15,T2,O1,7,2.616561326,
Oks,15,T2,O1,8,2.08280872,
Oks,15,T2,O1,9,1.897851487,
Oks,15,T2,O1,10,1.306970924,
Oks,15,T2,O2,1,1.175944523,
Oks,15,T2,O2,2,0.693823542,
Oks,15,T2,O2,3,1.800110528,
Oks,15,T2,O2,4,1.077589466,
